content,asertividad,autoconciencia emocional,autoestima,desarrollar y estimular a los demás,empatía,autocontrol emocional,influencia,liderazgo,optimismo,relación social,colaboración y cooperación,comprensión organizativa,conciencia crítica,desarrollo de las relaciones,tolerancia a la frustración,comunicacion asertiva,manejo de conflictos,motivación de logro,percepción y comprensión emocional,violencia
"Amo y le cojo mucho cariño a las personas que naturalmente son frías pero no fallan en demostrarte su amor y lealtad, a…",0.12,0.16,0.17,0,0.4,0,0,0,0,0.19,0,0,0.17,0.18,0.14,0,0,0,0.16,0.27
"Te recuerdo que el ha hecho canciones exitosas para Ke con mucho amor y cariño hacia ella, por favor dejen de comentar tonterías que a la única que le hacen daño es a la que se supone que es su ídola!! Idiotas 🤷🏻‍♀️",0.12,0.16,0.52,0.41,0.41,0,0.38,0.22,0.16,0.39,0.3,0,0.17,0.56,0,0.27,0.16,0.45,0.16,0.27
"Gracias por el inmenso cariño de la linda gente de Catamayo , juntos construiremos un país 🇪🇨más justo y solidario, el país…",0,0.19,0,0,0.25,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0
Muchas Gracias cariño. Pero no me refería a eso. decía que yo no tengo suerte para el amor. Todos terminan rechazandome. Pero eso se supera y eso es lo que yo hice. Estoy evolucionando.,0,0.34,0.18,0,0.2,0,0,0,0.16,0.2,0.15,0.18,0,0.57,0,0.15,0.16,0.22,0.17,0.3
"Lo mejor que pudo pasar en este periodo es el fortalecimento de la amistad de Dulce y Poncho, la madurez es todo eh, que…",0,0,0.21,0.24,0.25,0,0.22,0.27,0.2,0.23,0.18,0,0,0.22,0.17,0,0.38,0.27,0.39,0
Saben cuando yo trato con cariño y amor es porque probablemente vas a terminar siendo mi esposa jajajaja,0,0.17,0.18,0,0.22,0,0,0,0,0.21,0,0,0,0.2,0,0,0,0,0.17,0
"Mexico Pumas Universidad
En la tarde lo escribí. Yo confiaba en la historia, yo confiaba en que lo podría lograr. Y que enfrente estaba cruz azul, con su propia historia.
Poniéndole un soundtrack a esto. Cariño Pumas yo creo en ti.",0,0,0.35,0,0,0,0.38,0,0.33,0,0,0,0,0.37,0,0,0.32,0.45,0,0
es q sentia q era un traidor y eso pero ahora q estoy leyendo el manga le agarre un poco de cariño y lo entiendo 😢,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Creo que le he aguantado varias, pero esto es imperdonable, ni siquiera me pongo en pausa, simplemente ya no más. Muy pocas alegrías para el cariño que te tenemos.",0.12,0,0.17,0,0.2,0,0,0,0.16,0,0.15,0,0.18,0.19,0.29,0.14,0.16,0.22,0.17,0
no sé como dar cariño pero tampoco se querer poquito,0,0.17,0.18,0.23,0.21,0.18,0.21,0,0,0,0,0,0,0.19,0,0,0,0,0,0
"Argentinos, por favor, vayan a la marcha 7DTodosConMacri que sienta el señor Macri el cariño de ustedes, y que el gob…",0,0,0,0.21,0.22,0,0.2,0,0,0.2,0.15,0,0,0.19,0,0.14,0.17,0,0,0
A mi me gusta besties para que usemos de cariño 😭😭😭,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0.42,0,0.16,0,0.26,0,0
Le agarre cariño a Valencia y la verdad es que la extraño,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No hay ningun merito pero se habla de cosas diferentes. Alguien que decide equipo en la adultez (y mas por esas razones) , puede cambiar de equipo. Quien lo hace de niñe no puede cambiar de equipo, es mas facil dejar de ver futbol que eso, porque es un cariño distinto.",0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Una de las pocas cosas que recuerdo con cariño de la secundaria fue ver por primera vez en mi vida la película del Show de Truman. Maravilla de película... y tétrica a la vez.,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0.17,0
"Y con mucho gusto cariño y reconocimiento a los presentes en la fiesta y lo hago extensivo a todos los que nos lean con mucho agradecimiento.
Un abrazo para todos!
That's what friends are for...",0,0,0,0,0.24,0,0.21,0,0.19,0,0.17,0,0,0.63,0.16,0.16,0.18,0.26,0,0
"Querido Jaime... Gracias por las risas, por la confianza, por el cariño, por ser incondicional conmigo... ¡Te voy a extra…",0.14,0.19,0.42,0.49,0.51,0.37,0.45,0.27,0.2,0.23,0,0.43,0,0.66,0.17,0.16,0.19,0,0,0
"Hace una semana comencé el Bloodstained, el Castlevania que no es Castlevania y justo hoy termine de platinarlo. La verdad que no me había divertido tanto en mucho tiempo jugando a un Metroidvania. Se nota el cariño.",0.13,0.17,0,0,0.2,0,0,0,0,0.2,0.15,0,0,0.19,0,0,0.16,0,0,0.3
"Felicitaciones niño, esta familia crece cada día más, y con eso el cariño que te tenemos, eres una gran personita que se m…",0.13,0,0,0.21,0.22,0,0.19,0,0,0.2,0.15,0,0,0,0,0.14,0.17,0,0,0
"SSJSSK si estoy bien tqm,,, realmente lo acabo d decir re contenta DNEKSMWK me per miamor mivida mi cielo mi cariño",0,0,0,0,0,0.21,0.25,0,0.23,0,0,0.23,0,0,0,0,0,0,0,0
Siento muchísimo la partida de Jaime Camil papá. Le mando un abrazo con todo el cariño a Alexia y a toda la familia. https…,0,0,0,0,0.2,0,0.18,0,0.16,0,0,0,0,0.18,0.14,0,0.15,0,0,0
"no tenemos por qué vivir acostumbrados al abismo.
🇦🇷En todo el año no hicimos una sola marcha para homenajearlo, para demos…",0,0,0.18,0.22,0.2,0,0.2,0.23,0.16,0,0.3,0,0,0.38,0,0.3,0,0.44,0,0
Con cariño para mis amigos del Cruz Azul 😘,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0.22,0,0.16,0,0.27,0,0
"Quería algo de cariño, nada más. Dudo pensar en algo más que no sea sentarme.",0,0.16,0.18,0.21,0.21,0.16,0.19,0,0,0,0,0,0,0.19,0,0,0,0,0,0
"Querido Jaime... Gracias por las risas, por la confianza, por el cariño, por ser incondicional conmigo... ¡Te voy a extra…",0.14,0.19,0.42,0.49,0.51,0.37,0.45,0.27,0.2,0.23,0,0.43,0,0.66,0.17,0.16,0.19,0,0,0
Es una bella mujer que se atrevió a fijar una posición y debatir de manera certera y muy respetuosa. Toda mi admiración y cariño para ella.,0.13,0,0,0.44,0,0,0.2,0.24,0,0.21,0.16,0,0,0.39,0,0.29,0,0.72,0.18,0.27
"Felicitaciones niño, esta familia crece cada día más, y con eso el cariño que te tenemos, eres una gran personita que se m…",0.13,0,0,0.21,0.22,0,0.19,0,0,0.2,0.15,0,0,0,0,0.14,0.17,0,0,0
"Mi respeto, mi cariño y agradecimiento Presidente Macri.
Argentina lo necesita con urgencia.",0,0,0.46,0.27,0.29,0.21,0.5,0,0,0.52,0,0.24,0.23,0.49,0,0.18,0,0,0.22,0
"Te queremos mucho y lo hacemos con mucho cariño, muchas bendiciones para la familia!🙏❤️😍🙌🏼",0,0.17,0.19,0.22,0.23,0.17,0.2,0,0,0,0.16,0,0,0.4,0,0.15,0,0.25,0,0
Gracias por tanto cariño 💜💜Trato de responder todo pero no sé si alcanzo! Estoy muy contenta,0,0,0,0.24,0.21,0,0,0.24,0,0,0.16,0.38,0,0,0,0,0,0.23,0,0
"Cariño, nunca fuiste tú, me di cuenta que siempre fui yo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
no sé:( pobrecita le tengo demasiado cariño espero se recupere pronto,0.13,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vi el segundo tiempo del Cruz Azul-Pumas. La frase que más le escuché al buen fue: “Romo se equivoca”. ¿De dónde sacan a tipos tan malos y blandengues? No merecen su cariño queridos , , ,",0.12,0.16,0.17,0.41,0.6,0.32,0.56,0.44,0,0.38,0.29,0.18,0.17,0.36,0.14,0,0.31,0.43,0.16,0.55
"Finalmente se va uno de los hombres más simpáticos, cariñosos y carismáticos de México. Gracias querido Jaime por tu cari…",0,0.19,0.21,0.24,0.25,0.19,0.22,0,0,0,0,0.21,0,0.22,0,0,0,0,0,0
"Lo mejor que pudo pasar en este periodo es el fortalecimento de la amistad de Dulce y Poncho, la madurez es todo eh, que…",0,0,0.21,0.24,0.25,0,0.22,0.27,0.2,0.23,0.18,0,0,0.22,0.17,0,0.38,0.27,0.39,0
"Con lágrimas en mi corazón lamento mucho que JC ya no seguirá luchando.
En cualquier momento parara su corazón, fue t…",0,0,0,0,0.39,0,0,0,0,0,0.14,0,0,0.18,0,0.13,0,0.21,0.31,0
Siempre es buen momento para decir que Valentina es un sol de persona y la persona que más quiero y le tengo cariño aquí sin duda💗💗,0,0,0.19,0.22,0.23,0,0.21,0.25,0.18,0,0.16,0,0,0.2,0,0.15,0,0.25,0,0
"Acabo de enterarme sobre lo que hizo Mnet a ONF, en realidad no soy del fandom pero les tengo un gran cariño además de ser el grupo hermano de las chicas. Ellos y ningún grupo merece esto, sigues dañandote Mnet.
ONF 에대한MAMA무례 mnetapologizetoONF 2020MAMA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ahora vi un tiktok sobre este tema y solo puedo decir: did he lie?
Obviamente todos somos distintos pero vos como novio o novia sabes las inseguridades de tu pareja y creo que por respeto(ni siquiera por amor o cariño) se debería de evitar.",0,0.31,0.69,0.2,0.62,0,0.37,0.22,0.16,0.39,0,0.18,0.34,0.55,0,0.14,0,0.22,0.33,0.27
Hoy en las aventuras de el preciso momento en el que no encontraba un streamer o youtuber para poner con la letr…,0.13,0,0,0.21,0,0,0.2,0.23,0,0,0.15,0,0,0.19,0.15,0.14,0,0.47,0,0
"Ustedes son el verdadero ejemplo a seguir en la comunidad, un ejemplo de valentia,cariño y esfuerzo.
Ustedes marcaran un lindo precedente ya que ustedes demuestran que en latam si pueden haber vtuber o vstreamers
de calidad y que no se necesita de polemicas para triunfar.",0.12,0,0.18,0.21,0.21,0.32,0.57,0.23,0.17,0.4,0.3,0,0.35,0.38,0,0.14,0.16,0.46,0.33,0.27
"Tener una mascota, es tener un integrante más de la familia, necesitan cuidado, cariño y atención.
""Una mascota, no es un…",0.14,0.18,0.2,0.23,0.24,0.53,0.21,0.25,0.19,0.45,0.34,0.2,0.39,0.42,0,0,0.36,0,0.19,0
ya no sigo a chungha pero realmente estoy preocupada pq todavia le tengo un re cariño :( espero q se recupere pronto mi chiquita,0.24,0,0.35,0.2,0.21,0.16,0,0,0,0.2,0,0,0.17,0,0.14,0,0.16,0,0.16,0
Hoy en las aventuras de el preciso momento en el que no encontraba un streamer o youtuber para poner con la letr…,0.13,0,0,0.21,0,0,0.2,0.23,0,0,0.15,0,0,0.19,0.15,0.14,0,0.47,0,0
"el que ama, respeta el cariño que siente y no entrega su amor a más nadie, a más nadie...",0,0.16,0.34,0,0.4,0,0.19,0,0,0.38,0,0.17,0,0.36,0,0.14,0,0,0.16,0
"Esta es la mítica le cogí hasta cariño a la captura. Cuando me paso con la fumada me dio hasta risa, la cara de tonto…",0.12,0,0.35,0.21,0.2,0.16,0.38,0,0.16,0.19,0,0,0,0.18,0.14,0.14,0.32,0,0.16,0.28
"disfruta con cariño todas las canciones que te enseñé, siempre lo hice pensando en ti, ya no estamos juntos pero son tuyas y t…",0,0,0.18,0.21,0,0,0,0,0.17,0.2,0,0.18,0,0,0.15,0,0,0,0.17,0
Lo siento cariño ☹️,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El cariño que yo te di nunca a nadie se lo ofreciii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El coraje que debe estar haciendo Corona xd.
Creo que si agarran al equipo en algo chueco y lo desafilian sería la única manera de parar esto, porque con todo, ya le agarré cariño a los Bendejos.",0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.19,0,0.14,0,0.22,0,0
Vader fue encontrado junto a sus hermanos sobre el cuerpo fallecido de su mamá. Tres murieron por desnutrición e hipote…,0.13,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0.16,0,0.17,0
"En general, es en forma de cariño",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cuando decimos que Emilio es el mejor artista de México, lo decimos por cariño, pq el contó que eso se lo dice una persona m…",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.23,0,0
"Lo peor es que tu le tomaste cariño y le diste la confianza de entrar en tu vida y luego anda hablando mal de ti, ni agradecidos son.",0,0,0.19,0,0,0,0,0.24,0,0,0,0.19,0,0.2,0,0,0,0,0,0.33
"Si te insulto es porque te tengo cariño, en realidad.",0,0,0.17,0,0,0.15,0.18,0,0,0.19,0,0,0,0,0,0,0,0,0,0.26
Ambos ganaron seguidores gracias a su ship o acaso Rodrigo no subió de seguidores? Hay que aceptar que Mont gustó mucho y la gente la empezó q querer x eso cuando se separaron muchos que apoyaban a Rod se quedaron con MONT xq se ganó el cariño,0.12,0.33,0.35,0.43,0.4,0.16,0.78,0.67,0.48,0.39,0.15,0.18,0.18,0.56,0.14,0.14,0,0.87,0.33,0
Te odio con todas las fuerzas del cariño que una vez que tuve.,0,0.16,0.34,0.21,0.2,0,0,0.22,0.16,0.19,0.15,0,0,0.18,0.14,0,0.16,0,0.16,0.28
este año mi cariño por 5sos creció demasiado dios estoy llorandso,0,0.16,0,0,0,0.16,0.2,0,0.17,0,0,0,0.18,0,0,0,0,0.23,0.17,0
"Algunos los tienen en un pedestal, ese es un gran problema... me pasaba eso y bue lo mejor fue salir de ahí xd, por eso ya no staneo a nadie, solo les tengo cariño y tampoco voy a volver a pasar malos ratos por ellos,etc.por sus errores o por lo que sea,ya solo quiero divertirme",0,0,0.34,0.42,0.4,0,0.57,0.44,0.32,0,0,0,0.17,0,0.14,0.14,0.47,0.22,0.32,0.28
Ya fuiste a ver el último video de jean en tik tok para ti con cariño dice 🤩❤,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.18,0,0.13,0,0.21,0,0
"Hablaba por su parte, si nos damos cariño y todo pero no estoy seguro de que yo le guste, que no creo.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0
"Entras por aquí, das una vuelta, me vuelas la cabeza y vuelves a salir. No hace falta que te pongas tan guapa, cariño, me vas a romper el corazón de todos modos.",0,0.16,0.18,0.21,0.21,0,0.19,0,0.17,0,0,0,0.17,0.19,0,0.14,0,0.23,0,0
"New look modo relax
Rockyto en su HT Que todo vaya bien
Gracias y familia por los cuidados y cariño que le e…",0.14,0.18,0.2,0.24,0.25,0.18,0.22,0,0.2,0,0.17,0.21,0.2,0.22,0,0.16,0.19,0.27,0,0
"¡Felicidades Finlandia por el 103 aniversario de su independencia!
Aquí recordamos la fecha con cariño en memoria de mi ab…",0,0.17,0.19,0,0,0.17,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
"lo mejor que le puedes regalar a esa persona, es enseñarle que no todos somos iguales de peladores, regalar el…",0.25,0,0,0.43,0,0,0.39,0,0,0.41,0.31,0,0,0.39,0.15,0.29,0,0.24,0,0
"el turco diciéndole a flor que va a tener mucho éxito en la vida porque es una genia, humilde, buena mina. Me hace llo…",0.28,0,0.2,0.24,0,0,0.22,0.51,0.19,0,0,0,0.2,0,0,0,0,0.26,0,0
ganándose el cariño de la gente siempre 😍😍😍😭😭😭😭😭 hermosas palabras del Sr gracias por este Live increíble 😍😍😍😍😍😍😍😍,0,0,0,0,0,0,0.25,0.29,0.22,0,0,0.23,0,0,0,0,0,0.31,0,0
"La vida te conecta con personas que pasan dejando huella...
FELIZ DOMINGO AMIGOS, SALUDO ESPECIAL PARA …",0.16,0,0.23,0.27,0,0.2,0.25,0,0.22,0.26,0.19,0.23,0,0.49,0,0.36,0.42,0.31,0.43,0
Ojalá nos alcance el cariño porque vendrán los mejores tiempos,0.16,0,0,0.27,0.29,0,0,0,0,0.26,0.39,0,0,0.25,0.19,0,0.21,0.31,0,0.3
"Cuantos años tienes?
Yo tengo 17 y la vdd si crees que alguna vez te incomoda si te trato con cariño o confianza háganmelo saber nomas",0,0,0,0,0,0,0,0.25,0,0,0,0.2,0,0.21,0,0.15,0,0,0,0
"Cariño, pintas en color",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le tome cariño que queres 🥺,0,0.21,0.23,0.27,0.29,0.21,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0
Gracias cariño.. te deseo una linda noche,0,0,0.26,0,0,0,0,0,0,0,0,0.27,0.26,0,0,0,0,0.36,0,0
No mereces cariño de mi parte 😙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sea emilio o no, yo ya le agarre cariño a zombie y quiero que el llegue a la final y gane, y además estoy muy feliz de que emilio siempre este en tt y ya sea más reconocido por la gente y hasta algunxs lo empezaron a stanear. :)
QuiénEsLaMáscara",0,0,0.18,0,0,0.17,0.4,0.23,0.33,0,0,0,0,0,0,0,0,0.22,0,0
"el turco diciéndole a flor que va a tener mucho éxito en la vida porque es una genia, humilde, buena mina. Me hace llo…",0.28,0,0.2,0.24,0,0,0.22,0.51,0.19,0,0,0,0.2,0,0,0,0,0.26,0,0
Podré tener él autoestima por el suelo pero el ego hasta cielo cariño,0,0,0,0,0,0.17,0.21,0,0.18,0,0,0,0,0,0,0,0,0,0,0
"Y mientras tanto en el mundo perruno, el galán Blanco pedía cariño, y llegó un nuevo amigo a visitarnos.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pero hasta navidad ya vas a ganar mi cariño, no creo que quieras que te odie más. :-)",0,0,0.21,0,0,0,0.23,0.28,0.21,0.24,0,0,0,0.23,0,0,0,0.29,0.2,0.29
"La mejor forma de dar protección, respeto, cariño y reconocimiento a nuestros seres queridos es evitando fiestas, reunione…",0,0.21,0.46,0.27,0.57,0.21,0.5,0,0,0.26,0,0.24,0.23,0.74,0.19,0.18,0,0.62,0,0
"el turco diciéndole a flor que va a tener mucho éxito en la vida porque es una genia, humilde, buena mina. Me hace llo…",0.28,0,0.2,0.24,0,0,0.22,0.51,0.19,0,0,0,0.2,0,0,0,0,0.26,0,0
"Quiero a alguien con quien pueda hablar de todo con quien pueda tener mimos, cariño, que me diga las cosas tal cual, algo serio y duradero y que sea mutuo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
En serio nunca quise llegar a este punto donde paso de tener cariño a tener rechazo por ciertas personas,0.12,0.15,0,0.2,0,0,0,0,0.16,0.19,0,0,0,0.18,0,0.13,0.15,0,0.16,0.26
"el duelo es personal, q proyecte su dolor en sus amigos o cercanos minimizando el cariño q le tenian (al difunto) es de forra, como sabe si a ellos no les duele igual?. seguramente tiró el twit con bronca a gente q realmente lo queria y/o extraña. a pesar de todo la vida sigue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Me gustaría darte una abrazo para que sientas un poco del cariño que te tengo. Mi pregunta seria que planes tienes para el futuro piensas estudiar una carrera?,0,0,0,0,0.21,0,0.19,0,0.17,0,0.3,0,0,0.76,0.15,0.28,0.16,0.46,0,0
"Dentro de unos años los recordarás con cariño , les darás la razón y quizás entonces los busques para darles las gracias .",0,0,0,0,0,0,0,0,0,0,0.15,0.18,0,0.19,0,0.14,0,0.22,0,0
"recién me entero lo de yuri pero te dedico esta cancion yuri con cariño siempre
si te ofrecen drogas te van a decir que se siente bien padre que te vas reír NO ES CIERTO no hagas caso no es cierto",0.25,0,0.18,0.43,0,0,0,0,0.35,0.41,0.31,0,0,0,0,0.29,0,0.24,0,0
"Cuando decimos que Emilio es el mejor artista de México, lo decimos por cariño, pq el contó que eso se lo dice una persona m…",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.23,0,0
"el turco diciéndole a flor que va a tener mucho éxito en la vida porque es una genia, humilde, buena mina. Me hace llo…",0.28,0,0.2,0.24,0,0,0.22,0.51,0.19,0,0,0,0.2,0,0,0,0,0.26,0,0
Hoy en las aventuras de el preciso momento en el que no encontraba un streamer o youtuber para poner con la letr…,0.13,0,0,0.21,0,0,0.2,0.23,0,0,0.15,0,0,0.19,0.15,0.14,0,0.47,0,0
Hoy en las aventuras de el preciso momento en el que no encontraba un streamer o youtuber para poner con la letr…,0.13,0,0,0.21,0,0,0.2,0.23,0,0,0.15,0,0,0.19,0.15,0.14,0,0.47,0,0
"Pues si, claramente. Así como a ustedes irse en octavos, así es esto.
Por cierto, hermosos senos. Comparta, cariño.",0.31,0,0,0.53,0.28,0,0.24,0.29,0.22,0.26,0.19,0,0.22,0.48,0,0.36,0,0,0,0
Fan de las personas que te demuestran cariño cada vez que pueden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"+3
Muchas gracias a todos por los mensajes de cariño.
(Gracias por el 🎁 hermano)",0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0
"el turco diciéndole a flor que va a tener mucho éxito en la vida porque es una genia, humilde, buena mina. Me hace llo…",0.28,0,0.2,0.24,0,0,0.22,0.51,0.19,0,0,0,0.2,0,0,0,0,0.26,0,0
"Hacer un regalo de navidad a alguien que uno quiere, no debe ser obligatoriamente caro, solo debe ser dedicado y con cariño…",0.12,0,0.17,0.41,0.2,0,0.56,0.22,0.16,0.38,0.43,0,0,0.36,0.14,0.14,0,0.43,0,0
"No saben cuanto las quiero, cuan agradecida estoy con la vida por ponerlas en mi camino, cada una es única y especial para mi…",0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.19,0,0.15,0,0.22,0,0
"el turco diciéndole a flor que va a tener mucho éxito en la vida porque es una genia, humilde, buena mina. Me hace llo…",0.28,0,0.2,0.24,0,0,0.22,0.51,0.19,0,0,0,0.2,0,0,0,0,0.26,0,0
Cariño te prometo que tú vas a ser la primera a la que voy a invitar❤️,0.13,0.17,0,0.22,0.22,0.17,0,0.24,0,0.21,0.16,0.19,0.18,0.2,0.15,0.15,0.17,0,0.18,0
"° Primera impresión: ya ni me acuerdo pero era como ""woah so cool""
° Tu apodo en mi cabeza: mi mujer
° Que me gusta de ti: Todoª
° Que opino de ti: la mejor
° Te reconozco por: el nombre ya que es lo único que no cambias
° Fuiste / eres mi pc: sigue participando cariño",0.12,0,0,0,0,0,0.19,0,0,0.39,0.15,0,0,0.37,0.14,0,0.16,0.43,0,0
"te ves espectacular corazon ,dime no cargas nada debajo de ec vestido cariño.........una cuerpa increible.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Esta no es tan dramas, también creo que hay una relación distinta con cada persona y cariño distinto hacia cada una... supongo 😅",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hoy, a la hora 3.00, mientras descansaba en su hogar, acompañado de algunos familiares y amigos, por causa de su enferm…",0,0,0.17,0,0,0,0.18,0,0,0,0,0,0,0,0,0.13,0,0,0,0
te activo las notis cariño.,0,0,0,0,0,0,0,0,0.23,0.26,0,0,0,0,0,0,0,0,0,0
"Como saben, soy cero futbolero.
Por mero cariño y fé, le aposté a mis pumas a que hicieran la hazaña despues de tremen…",0,0,0,0.2,0.21,0.16,0.19,0,0.16,0.2,0.15,0,0,0.18,0,0,0.16,0,0.16,0
Hoy en las aventuras de el preciso momento en el que no encontraba un streamer o youtuber para poner con la letr…,0.13,0,0,0.21,0,0,0.2,0.23,0,0,0.15,0,0,0.19,0.15,0.14,0,0.47,0,0
Necesito que me den cariño,0,0,0.17,0.2,0,0.15,0.18,0,0,0.19,0,0,0.16,0.18,0,0,0,0,0.16,0
"el turco diciéndole a flor que va a tener mucho éxito en la vida porque es una genia, humilde, buena mina. Me hace llo…",0.28,0,0.2,0.24,0,0,0.22,0.51,0.19,0,0,0,0.2,0,0,0,0,0.26,0,0
"Bxb Motivos=
Golden: -Chilla &gt;:C-
Fandom: Malo, espero tenga su merecido
Golden: -Tirado después de una paliza y con car…",0.12,0.16,0.35,0.2,0,0,0.19,0.22,0.16,0.39,0.15,0,0,0,0,0,0.16,0,0,0.27
"Otros que si no se q gobierno era conocido por las Tres R
Otros q si tengo no se q más con las Tres B
Y yo bueno si todo es de tres en tres para hacerte mi jevito tienen q existir las Tres C ...
-comunicación
-confianza
-cariño",0,0,0,0,0,0,0,0.23,0,0,0.15,0.18,0,0.38,0,0.15,0,0.22,0,0
