content,asertividad,autoconciencia emocional,autoestima,desarrollar y estimular a los demás,empatía,autocontrol emocional,influencia,liderazgo,optimismo,relación social,colaboración y cooperación,comprensión organizativa,conciencia crítica,desarrollo de las relaciones,tolerancia a la frustración,comunicacion asertiva,manejo de conflictos,motivación de logro,percepción y comprensión emocional,violencia
"Bueno, ya no sorprenden las imbecilidades de este payaso y sus disculpas. Hace todo lo que no debe hacerse. Tendrían que multarlo.",0.26,0.34,0.38,0.44,0.68,0.34,1.22,0,0.54,1.06,0.32,0.19,0.74,0.6,0.62,0.6,0.52,0.98,0.36,1.66
"ANDA A LAS POBLAS, NADIE RESPETA NADA, NI MASCARILLAS NI NADA, PURO SHOW",0.25,0.48,0.36,0.63,0.85,0.64,0.75,0.46,0.51,0.4,0.3,0.18,0.7,0.19,0.15,0.56,0.49,0,0.51,0.54
"LAS POBLAS SON PRESIDENTES ,NO LO SABIA.",0.23,0.3,0,0.2,0.2,0.3,0.47,0.21,0.31,0.19,0.14,0.34,0.33,0.18,0.14,0.13,0.46,0.42,0.16,0
Lo único que hace bien es enriquecerse en forma ilicita,0,0,0.4,0.47,0.24,0.18,0.64,0.26,0.19,0.45,0.34,0,0.39,0.42,0.33,0.31,0.55,0,0,0.28
eres un perdedor y envidioso ... ¿que has logrado por tu cuenta?,0,0,0,0,0,0.18,1.06,0,0,0.22,0,0,0.39,0.21,0.16,0,0.36,0,0.37,1.12
"Piñera dando el pésimo ejemplo de movilidad y desplazamiento entre Regiones para que la ocurrencia de nuevos casos diarios de Covid-19 que tenemos en Chile se transforme en un cuento de nunca acabar...o peor, que venga una segunda ola todavía mayor que la primera.",1.5,1.31,1.99,2.55,0.86,0.97,3.31,1.16,0.69,1.63,0.77,0.56,1.6,0.77,1.49,1.14,2.48,2.1,0.85,2.17
Y una persona que anda sin mascarilla también queda impune si reconoce su error? O igual hay sumario?,0.36,0.32,0.7,0.62,0.42,0.16,0.94,0.45,0.66,0.79,0.3,0.18,0.52,0.56,0.58,0.14,0.48,0.9,0,0.27
Este es un payaso se rie de los ciudadanos basta te queda poco se acerca la horca a la moneda,0.58,0.15,0.83,0.59,0.39,0.45,1.43,0.85,0.47,0.19,0.56,0,0.33,0.53,0.41,0.52,0.46,1.27,0.31,1.57
y a ti cuanto te queda?,0.12,0,0.33,0.2,0.2,0.15,0.36,0.21,0.31,0.56,0.14,0.34,0.33,0,0,0.13,0,0.42,0.16,0
te gusta el deforme. No hay pecado,0.18,0.24,0,0,0,0,0.84,0.33,0.26,0.29,0,0.27,0.77,0.56,0.22,0,0,0.36,0.25,0.32
"y a ti ton ti to al cuadrado.... empleado del PC, fogatero y narco terrorista, creo que un día de estos te van a sacar a dar una vuelta en helicóptero.",0.24,0.47,1.54,1.04,1.19,0.95,1.13,0.88,0.63,1.54,0.73,0.35,0.17,1.1,0.85,0.7,0.78,0.65,0.81,2.23
"Ayer estuve en la playa en Viña y creo que menos del 30% de las personas tenían mascarilla de manera adecuada.... me parece de una hipocresía notable que ""salgan a hacer un show"" por lo de Piñera cuando la sociedad en general toma las medidas de manera poco prolija. El titular debiera ser otro en donde se exponga la superficialidad del compromiso con la prevención que los visitantes a las playas tienen.",2,1.95,2.88,2.75,2.58,1.94,4.08,1.62,2.05,2.84,1.38,2.03,2.12,1.54,1.49,2.13,1.98,1.86,2.04,3.79
"Se supone que es el ""Presidente"" y debe dar el ejemplo. O no ?",0.12,0.15,0.5,0.59,0,0,0.54,0.21,0.16,0.19,0,0,0.16,0.18,0.41,0,0.15,0.21,0.31,0
"LARRY PRESIMIENTE , EL ROBA Y MIENTE.",0,0.19,0,0.78,0,0,0.59,0,0.17,0.22,0,0,0.21,0.21,0.16,0,0,0,0,0
"A unos ciudadanos extranjeros le cursaron una multa por 2,5 nillones ojo por acomodarse la mascarilla, y al presidente no le pasara nada, es esa la impunidad que nos tiene chatos y aburridos, es la parcialidad con q se actua ante un hecho flagrante.... Como cdo el banco de talca despareció, lo quebraron, se lo robaron y el imputado luego fue presidente de chile. #QueSeVaiganTod@s incluido ese tal Pablo",1.25,1.47,2.35,2.12,2.15,2.75,3.5,0.93,2.4,3.46,1.84,0.92,2.13,1.92,1.34,1.14,2.64,1.86,2.22,2.71
Y mas fue en un parque con full dist. social,0.46,0.15,0.5,0.78,0.39,0.45,0.18,0.43,0.62,0.56,0.14,0.17,0,0.18,0.27,0.52,0.15,0.63,0,0.52
EL PAYASO DANDO EL MAL EJEMPLO,0.32,0,0.42,0.29,0.22,0.45,0,0,0.18,0,0,0,0,0.22,0.17,0.39,0.19,0.49,0,0.79
"ESTE PRESIDENTE INFRINGE LA LEY, COMO LO HA HECHO EN TODA SU VIDA, ASI QUE NO ME EXTRAÑA LO QUE HIZO EN LA PLAYA, HAY QUE MULTARLO.",0.12,0.16,0.52,0.4,0.2,0.15,1.93,0.44,0.32,0.39,0,0,0.68,0.55,0.85,0.14,0.47,0,0.33,3.72
"Uno debe hacer lo contrario de lo que hace piñera : Debemos ser honestos, cumplir con las normas y leyes y usar mascarilla por respeto a la norma y la gente. Él no es un referente, hay que obviar lo que diga y haga.",0.75,1.15,1.27,0.64,0.65,1.3,3.13,0.93,0.69,1.43,0.15,0.19,1.78,0.97,1.05,0.57,1.33,1.41,0.69,1.63
"Pa variar, no solo si te pillan, como el banco de talca, acceso a información privilegiada de acciones de LAN, llevar al hijito a hacer negocios a China en una gira presidencial o la triángulacion de Habitat. Si no te fiscalizan con una disculpa barata basta",1.31,1.37,1.62,1.83,2.26,1.05,2.04,0.93,1.79,2.44,1.38,0.55,1.3,1.73,1.04,0.77,1.32,1.33,1.02,1.85
"algunos chilenos pagan sus errores con cárcel, otros con clases de ética, Piñera no paga nada, y nunca ha pagado nada .... PINOCHEQUES se fue sin pagar, esperemos que Piñera por lo menos tenga por lo bajo una reclusión nocturna, o algo que nos haga pensar al común de los mortales que en Chile, la justicia también despertó, aún que sea ilusionarse mucho, no pierdo la fe.ñ",1.4,1.98,1.85,1.98,2.98,2.27,3.63,1.08,1.58,2.47,1.43,1.73,3.14,1.08,2.09,1.33,1.85,2.15,2.23,1.84
"Uff, estos son errores no forzados, absolutamente no forzados",0.35,0.3,0.17,0.78,0.39,0,0.72,0.64,0.16,0.37,0.14,0.34,0.49,0.18,0.14,0.26,0.15,0.84,0.31,0.26
ALARACOOOOOOO! No le ponga tanto,0.12,0.15,0.17,0,0.2,0,0.36,0,0.16,0,0,0.17,0.16,0,0,0.13,0.15,0,0.16,0
Que significa alaraco?,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasándose todo por la raya a lo bolsonaro..si lo fiscalizan remueve gente y listo !!!,0.26,0,0.19,0.22,0.68,0.51,1.22,0,0.18,0.42,0.16,0.39,0.18,0.2,0.31,0.3,0.34,0,0.71,0.55
"ANDA A LA POBLA, HABER QUE TE DICEN , CUANDO NADIE SE PONE NI MASCARILLA NI NADA",0.35,0.15,0.5,0.78,0.39,0.75,0.93,0.43,0.31,0.56,0.56,0.34,0.82,0.18,0.27,0.39,0.91,0.42,0.31,0.52
"Pero si cuando Chile estaba en llamas el ""pastel"" andaba comiendo pizza, que menos se puede esperar. Roguemos al universo para que el tiempo transcurra veloz y el payaso deje el circo pronto.",0.85,1.11,1.23,2.48,1.26,0.95,2.85,1.13,0.83,2.58,0.9,0.72,1.21,1.13,0.87,0.83,1.29,0.91,1.17,1.61
"si éste wueon se robó un banco y luego es presidente, estamos en un país de mier.da..",0.36,0.31,0.68,0.62,0.2,0.16,0.56,0.22,0.32,0.19,0,0,0.34,0.55,0.28,0.55,0.16,0.64,0,0.55
"Porque en Chile las personas NO son iguales ante la ley. Los magnates tiene un trato VIP, con justicia y penas distintas y poseen una moral de amos. Los rotikuajos con su moral de esclavos, religión y democracia solo deben conformarse con que la promesa de que los amos sean castigados en la otra vida mas no en esta.",1.75,1.52,2.01,2.18,1.96,1.06,3.81,2.36,1.09,2.83,1.71,1.2,1.98,2.14,1.8,1.6,2.45,1.27,2.06,2.66
"Con o sin cuarentenas todos podemos sacarnos la mascarilla en calles poco transitadas y ponérnosla cuando nos acerquemos a otras personas y eso se da mucho en mayores de edad que tienen más problemas para respirar, sobre todo en horas de mucho calor.No hay ninguna norma sanitaria que lo prohíba. Lo suyo es propio de zur dos contumaces y expertos en ASESINATO DE IMAGEN Y EN MENTIR, MENTIR....",1.66,0.77,2.39,2.61,2.02,1.53,3.32,1.32,1.44,1.92,1.31,1.57,2.52,1.09,1.27,1.48,1.56,2.4,2.1,3.71
El presidente de las disculpas eternas?,0,0,0.33,0.2,0.2,0.15,0,0.21,0,0,0.28,0,0,0,0,0.13,0.15,0,0.47,0.26
Ya queda poco para q te vayas x suerte,0.15,0.2,0.66,0.52,0.55,0.4,0.48,0,0.65,0.5,0.19,0.23,0.22,0.47,0.37,0.35,0.2,0.3,0.21,0
"eso, esperen tranquilo y calmado.....ustyed ya sabe que tomará la presoidencia de CHILE, el comunista JADUE......el terror hecho persona, y que se ha sabido de las iluminarias??, se lo habrán encargado a la fiscal chong ???, capaz, es un chiste la justicia chilena...los falsos exonerados políticos siguen cobrando gracias a la chong",0.63,0.98,1.45,1.7,1.52,0.81,2.74,0.47,1.03,1.84,0.77,0.74,1.42,1.35,1.2,0.72,1.16,1.64,1.54,2.17
por favor ni te lo imagines seria la desgracia mas grande para el pais,0,0,0.34,0.42,0.2,0.48,0.57,0.22,0,0.58,0.29,0.35,0.17,0.18,0.28,0.28,0.16,0,0.16,0.56
Pobrecito sigue usando la chapa de mujer ...,0.12,0,0.17,0.39,0,0,0.54,0.21,0,0.19,0,0,0,0.18,0,0.13,0,0.21,0,0.52
"TE DESPECHO LA FISCAL , VENDES TORTILLAS Y NO TE COMPRO.",0.12,0.3,0.33,0.39,0.39,0.6,0.7,0,0.31,0.37,0,0,0.49,0.18,0.14,0.13,0,0.21,0.31,1.57
No le imite a la Cecilia Morel..que cuando se emborracha ve solo alienigenas y rojos (no verdes)... Ud. aun cree que los rabanitos gustan comer guaguas?.. por favor no se quede en los 70..haga un esfuerzo y desarrollese cerebralmente un poquito...como dijo Pinera a la Matthei..pareces cabra chica..,1.01,1.31,1.41,1.74,1.62,1.17,3.53,1.35,0.96,1.98,0.9,0.18,1.96,1.12,1.31,0.73,2.25,1.31,1.66,1.46
"y que tiene que ver andar sin mascarillas, con irse??y cual seria la suerte?? tener a jiles como presidente o a jadue??",0.39,1.02,1.13,1.98,0.45,0.84,1.21,0.24,1.08,1.69,0.32,0.38,0.74,1.4,0.46,0.44,1.03,0.98,0.53,0.55
"Ya, sabemos como termina esto... En nada",0,0,0.5,0.2,0,0,0.54,0.21,0.31,0.37,0.42,0.17,0.16,0.18,0,0,0,0.42,0,0.52
"Que está mal lo que hizo, está mal. Que debe dar el ejemplo, si debe. Que pidió disculpas, si las pidió, que comete errores, muchos (como todo el mundo). Que la izquierda se preocupe de esas nimiedades, no se justifica, para ellos debe ser el mejor gobierno de todos los que han tenido, les aguanta todo y además lo critican, puchas que son poca cosa.",1.89,0.49,1.94,1.97,1.21,1.34,3.74,0.9,0.8,1.59,1.05,0.72,3.04,0.75,2.04,1.62,2.1,0.88,1.5,2.06
"Su excremencia tiene del año que le pidan. Cree que vive en otro planeta, de otra galactea",0.37,0.32,0.53,0.21,0.63,0.47,1.71,0.23,0,0.4,0.15,0.36,0.86,0.19,0.58,0.55,0.97,0.23,0,1.61
se escribe Galasia,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.26
No será mucho tirar tanta bilis por una estupidez. A nadie va a contagiar. Mucho izquierdista desenfrenado y derechistas culposos por estos foros.,0.46,1.2,1,1.37,0.78,1.04,1.25,0.64,0.78,1.87,0.42,0.17,0.49,0.35,0.41,0.13,0.91,0.63,1.26,1.05
"Al Seremi de Salud se le cayeron los pantalones, fallo general de hormonas masculinas, crisis de pánico escénico de perder el cargo...un valiente pero al revés.",0.87,0.95,0.77,0.78,1.07,0.79,1.36,0.25,0.34,1.31,0.49,0.2,1.24,0.41,0.32,0.7,0.89,0.46,0.73,2.1
Se fiscaliza y se hace sumario a la persona que se niega a usar la mascarilla.-,0.23,0,0.5,0.78,0.39,0.3,0.54,0.64,0.31,0.75,0.42,0.34,0.49,0.53,0.27,0.26,0.46,0.63,0,0.52
"La autoridad sanitaria dijo que “elusocorrecto de lamascarilladebe ser siempre y en todo el país. Hay excepciones, al comer, al disfrutar del mar, pero ya sea alaire libreo en espacios cerrados, elusode lamascarillaes fundamental”, reiteró. 15 nov. 2020 Ministro de Salud",0.74,0.65,1.43,1.89,0.85,0.96,1.93,1.15,0.34,1.41,1.06,1.1,1.4,1.33,0.89,1.41,0.98,0.23,0.68,1.62
"Piñera se ríe de los chilenos, esa es la verdad, se siente tan superior que simplemente se ríe de lo que pueda pensar la gente de él y del hecho de que hace lo que quiera, aun cuando vaya contra las normas sanitarias establecidas por SU ministro de salud... Piñera es un pobre infeliz con el ego muuuy alto... y no faltan aquí quienes se lo inflan más aún!!",1.58,1.59,2.11,2.48,1.88,1.1,3.79,2.03,0.83,2.37,0.75,0.9,2.93,1.87,1.45,1.25,2.41,2.48,1.49,3.22
"Yo debo tener mucho más ego que el Pdte porque varias veces me he sorprendido sin mascarilla puesta en lugares obligatorios. Ahora, si me acuerdo!, llevo una nueva y de reserva, para que giles como Ud y muchos otros de este foro, no me llenen de insultos y reproches. Pero no solamente yo he estado en esa situación, porque he visto a muchos otros chilenos, olvidarse ponérselas y solo BASTA UN GESTO AMABLE, PARA RECORDÁRSELO! Y la amabilidad es gratuita.",1.42,2.16,2.87,2.02,3.35,2.32,3.13,1.95,2.19,3.24,1.01,0.35,2.18,2.34,1.54,0.82,1.86,2.13,2.4,2.99
"El presidente da la pauta, Adios a la mascarilla. Ministro París, está haciendo el ridículo.",0.24,0.16,0.34,0.62,0.4,0.64,0.75,0.44,0,0.19,0,0.18,0.34,0.18,0.14,0.14,0,0.65,0.65,0.84
"¿Porque no entienden ?, ellos son Piñera Echeñique y Uds. son Gonzales, Perez, Valenzuela, Nahuelpan, Linconao..........apenas.- Ahhhhh.....Uds. son de los giles que creen que somos todos iguales ante la ley ?.- Den gracias que los dejan escribir aqui .-",0.23,1.35,1.66,1.17,1.56,1.04,2.51,0.21,0.78,1.12,0.85,0.17,0.82,0.89,1.23,0.52,1.37,1.06,1.1,1.31
"Los incas y sus descendientes pueden hacer lo que quieran en sus tierras. Ah, y recuerden que inca era el gran rey. Don Jorge tiene razón. Se traigan la propaganda de la tele de que todos somos iguales.",0.12,0.47,0.52,1.03,0.62,0.94,2.07,0.67,0.49,1.38,0.15,0.54,1.89,0.93,1.59,0.28,1.6,0.22,0.33,1.34
incubar odio es un pecado,0,0.27,0.5,0,0,0,0.32,0.32,0.6,0,0,0,0.29,0,0.21,0,0,0,0.24,0
Mandele el recado a la elite del oasis.- Yo solo incubo verdades.-,0.13,0.35,0.58,0.23,1.17,0.17,0.63,0,0.37,0.22,0.49,0,0.38,0.21,0.16,0.15,0.35,1.01,0.18,0.28
"Disculpe don Jorge, pero Piñera no desciende de esos españoles rascas que llegaron a Chile protegidos por unas huestes de lumpen, dándoselas de nobles, y que en clara connivencia con la Iglesia le robaron las tierras a los indios para aprender sembrar papas. ¿Acaso no sabe que él desciende de la línea de Túpac Amaru? Lo que sí coincide es su cercanía con la Iglesia --pechoño declarado de la UC-- y por supuesto, en eso de robarse las tierras.",0.81,1.5,2.66,2.54,1.37,2.09,3.04,0.85,1.09,2.99,0.71,0.51,3.59,2.12,2.88,1.97,2.28,0.84,1.88,2.1
"ENTONCES TIENE MENOS ,AUTORIDAD ,LEGITIMIDAD Y CREDIBILIDAD.",0,0.34,0.19,0.22,0,0.17,0.27,0,0,0.21,0,0,0.19,0,0,0,0.17,0,0,0
ella LA CARBONERA de RRSS ..... patético.,0.12,0,0,0.2,0,0.15,0,0,0.16,0.19,0.14,0.17,0,0.18,0.14,0.13,0,0,0.16,0.52
"El perla paseándose por la playa, sin mascarilla. Mientras el resto que se joda. Piñerín pillín bueno para triangular, arranca que te va agarrar la ola o mejor dicho la segunda ola.",0.24,0.46,1.03,1.41,0.61,0.31,1.48,0.66,0.64,1.74,0.58,0.35,0.84,0.73,0.71,0.27,0.47,1.09,1.13,0.8
"primero el funeral de su tio, después la compra de vinos en cuarentena, ahora esto, Piñera siempre ha estado sobre la ley, de ahí sus arranques absurdos",0.24,0.31,0.68,0.2,0.59,0.31,0.74,0.43,0.47,0.19,0.29,0,0,0.54,0.42,0.41,0.31,0.43,0.48,2.17
"QUE TERRIBLE W N , ANDAR EN LA PLAYA SIN MASCARILLA JAJAJAJAJAJAJAJJAJA, W E O N ES GRAVES",0.13,0.17,0.54,0.23,0.41,0,0.8,0,0.33,0.41,0.31,0,0.19,0,0.15,0,0.17,0,0.68,3.08
"ESO ES SIMPLEMENTE ABUSO DE PODER.PRIMERO FUE LA COMPRA DE VINOS, LA PLAZA BAQUEDANO, EL FUNERAL DE SU TÍO Y AHORA EN PLAYA, SUMA SIGUE. LA GALLINA PIÑERA CON RAZÓN NO SE TERMINA LOS SAQUEOS Y PROTESTA DIARIAS EN LA PLAZA BAQUEDANO Y CENTRO DE SANTIAGO",0.81,1.35,0.83,1.37,1.37,1.34,3.26,1.07,1.55,1.5,1.13,1.02,0.82,0.53,0.41,0.52,1.22,1.27,1.57,4.19
QUE TERRIBLE ANDAR SIN MASCARILLA EN LA PLAYA AJAJAJAJJAJ COLORRRRRRR,0.14,0.37,0.19,0.51,0.21,0.39,0.58,0,0.17,0.22,0,0,0,0.2,0.16,0,0.17,0,0.18,2.04
Miren de lo qué se preocupan...ridiculo para un país de chantas ...,0.73,0.19,0.39,1.04,0.43,0.79,0.91,0.5,0.34,0.44,0,0,0.62,0.41,0.32,0.35,0.71,0.23,0.18,0.7
"Sí, país de chantas, empezando por el presidente.",0.13,0.17,0.19,0.44,0.45,0.17,0.4,0,0.18,0.42,0,0,0.18,0.4,0,0.15,0.17,0.49,0,0
"VAYANA CUALQUIER RESTAURANT, NADIE USA MASCARILLA NI LOS MOZOS .............. SHOW",0.12,0.3,1.16,0.59,0.78,0.6,0.93,0.43,0.31,0,0.42,0,0.65,0.18,0.27,0.26,0.46,0.42,0.31,0
"ese afan de andar detrás del presidente buscándole la 5 pata del gato, déjenlo en paz, cuando ande con el calzoncillo rosado buen digan que se los quito a la jiles, y kgron no lo pueden multar ya que no estaba el fiscalizador, déjenlo en paz tropa de desquiciados",1,1.3,1.26,1.27,0.86,1.13,2.13,0.92,0.68,1.22,0.76,0.92,2.12,0.77,1.63,0.43,1.98,0.93,1.02,1.9
coshinooo la jiles es miaaaa vo teni la morel connpañaless,0.12,0,0.17,0.39,0,0.3,0.54,0.21,0.16,0.37,0,0,0,0.18,0,0.13,0.15,0,0.16,0.52
"prefieo, digna, dama, una sra, la otra pregúntale a Gadafi con camello y todo",0.39,0.51,0.76,0.22,0.69,0.51,1.02,0.24,0.73,0.64,0.16,0.39,0.56,0.81,0.31,0.15,0.35,0.74,0.18,0.55
"Ojo, uno puede andar sin mascarilla en la playa a más de 2 mts de otra persona.",0.58,0.15,0.5,1.37,0.2,0.3,0.72,0.43,0.47,0.75,0,0.34,0.33,0.53,0,0.39,0.15,0.84,0.63,0.52
Ponte la mascarilla c. t. m,0,0.15,0.33,0.2,0.39,0.6,0.18,0,0.16,0.19,0.14,0.17,0,0,0.27,0.13,0,0.21,0.16,0.26
"VAYAN A LAS POBLAS, AHI SE RESPETA CERO LA MASCARILLA Y DISTANCIAMIENTO .... COLOR",0.53,0.17,0.57,0.45,0.23,0.52,0.54,0.49,0.18,0.86,0.33,0,0.38,0.2,0.16,0.3,0.53,0.25,0.36,1.67
"Que terrible es ser un país controlado por energúmenos....ladrones....y faltos de respeto hacia su pueblo....este hombre pasará a la historia como un ser despreciable...digno de repudio ....incluso seguro , a penas salga de la presidencia, organismos internacionales tendrán su oportunidad de encarcelar a este indigno ser",0.85,1.27,1.23,2.07,1.26,1.42,3.04,1.13,0.17,2.18,0.6,0.72,1.73,2.63,1.6,1.25,1.61,0.68,1,3.22
"Con o sin cuarentenas todos podemos sacarnos la mascarilla en calles poco transitadas y ponérnosla cuando nos acerquemos a otras personas y eso se da mucho en mayores de edad que tienen más problemas para respirar, sobre todo en horas de mucho calor. No hay ninguna norma sanitaria que lo prohíba. Lo suyo es propio de zur dos contumaces y expertos en ASESINATO DE IMAGEN Y EN MENTIR, MENTIR.... y lleva meses y a?os haciendo lo mismo en este foro.",1.89,0.92,2.89,3.2,2.81,1.83,3.67,1.53,1.76,2.68,1.44,1.92,2.67,1.27,1.26,1.88,1.71,3.26,2.41,4.5
aaahhh....eres lloroncito....jajaja....vaya a cambiarse su pañal...niño,0.12,0,0.33,0.39,0.39,0.15,0.36,0.21,0.31,0.37,0.14,0,0.16,0.35,0.14,0.26,0,0.21,0.31,0.26
Inconsecuente. Burro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LE DEBES CONOCER LA GRACIA QUE TIENE PIÑERA EN LAS ENTREPIERNAS PARA LLAMARLO BURRO, Y ESO ES UNA FEA GILIPOLLADA.-",0.36,0.79,0.52,1.02,0.21,0.31,0.98,0.67,0.49,0.79,0.3,0.54,0.34,0.74,0.43,0.41,0.48,0.67,0.33,1.07
un gobierno que se caracteriza por aplicar la justicia para el ciudadano común y corriente pero no para el 20%..,0.64,0.17,0.55,0.86,0.88,1.15,0.99,0.47,0.52,1.24,1.25,1.32,1.08,0.98,0.76,0.87,1.01,0.48,0.35,0.27
aprende a escribir,0,0,0.17,0,0.2,0,0.18,0,0.16,0,0,0,0.16,0,0,0,0.15,0,0.16,0.26
Borreguito recuerda estas usando tu chapa de mujer ....,0.23,0,0,0.39,0.39,0.3,0.36,0.43,0,0.37,0.14,0.17,0.33,0.18,0,0.39,0.15,0,0.16,0.26
Este tipo no da pie con bola. Tendrá muchos títulos universitarios y mucha plata pero es un pésimo presidente. Voté por el y me siento estafado. Contando los días para que se vaya.,0.82,0.46,1.01,1.61,0.79,0.92,1.47,0.65,0.47,1.52,0.29,0.86,0.5,1.26,0.7,1.08,0.77,0.64,0.48,1.89
"La autoridad sanitaria dijo que “elusocorrecto de lamascarilladebe ser siempre y en todo el país. Hay excepciones, al comer, al disfrutar del mar, pero ya sea alaire libreo en espacios cerrados, elusode lamascarillaes fundamental”, reiteró. 15 nov. 2020 Ministro de Salud",0.74,0.65,1.43,1.89,0.85,0.96,1.93,1.15,0.34,1.41,1.06,1.1,1.4,1.33,0.89,1.41,0.98,0.23,0.68,1.62
A estas alturas da lo mismo lo que haga Piñera........... no creo que baje o suba del 6% de aprobación.,0.24,0.63,0.17,0.21,0.4,0.63,1.49,0.66,0.31,0.19,0,0.17,0.68,0,0.56,0.28,0.62,0.21,0.48,0.83
"no puede fallar EL LESO piñera,como lo hace,las agarrarlas todas,parece que entrena todos los dias para ser mas",0.5,0.33,0.73,1.07,0.43,0.98,1.18,0.93,0.86,0.61,0.15,0.19,0.71,0.78,0.45,0.29,0.17,0.47,0.69,1.63
"Se rie de tí, de tu familia, de lo que has ganado, y de tu trabajo, y todavía hay gente que lo defiende. TONTOS QUE NO SE RESPETAN ASÍ MISMOS, NI A LOS TUYOS. PIÑERA,nadie te quiere.",0.72,1.09,1.02,1.64,0.59,0.47,2.42,1.75,0.94,1.34,1.01,0.52,0.85,1.09,1.27,0.97,1.4,1.5,0.81,2.76
Creo Sr Presidente que no debe olvidar su responsabilidad civica y sanitaria de dar el ejemplo en usar mascarilla.,0.24,0.63,0.85,0.41,0.2,0.63,1.12,0.22,0.63,0.58,0.29,0,0.51,0.18,0.42,0.28,0.62,0.21,0.64,0.28
vaya a laaaaaaaa,0,0,0.17,0,0,0,0,0,0,0.19,0,0,0,0.18,0,0,0,0,0,0
"No se preocupen mas de este señor, ya fue tuvo su oportunidad y la desaprovecho, solo espero que termine su nefasto gobierno.",0.51,0.33,1.06,0.66,0.61,0.68,0.6,0.68,0.65,0.8,0.3,0.36,0.54,0.57,0.29,0.6,0.81,0.66,0.67,0.6
esres rojo?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.15,0,0,0.26
"Extraordinario!... Basta con disculparse y asumir el error para que no se tomen medidas.... ya saben fiscalizadores, una disculpa oportuna y queda sin efecto cualquier sumario y posterior sanción....",0.8,0.87,1.28,1.41,1.45,0.54,2.29,0.94,0.82,1.24,0.62,0.56,0.95,0.39,0.76,0.63,0.5,1.79,1.04,0.95
"Dando el Contra Ejemplo, eh?",0.12,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.27,0.13,0.3,0.21,0,0
Yo que el no me daria una vuelta por el centro...,0.12,0.45,0.33,0.2,0.78,0,0.54,0,0.16,0.94,0.14,0,0.49,0.18,0.14,0,0.15,0.42,0.31,0.26
"PORQUE NO , SI ES ""EL PRESIDENTE DE TODOS LOS CHILENOS""..................................................................QUE SON EMPRESARIOS Y VIVEN EN LAS COMUNAS ACOMODADAS Y ADEMAS FUE ELEGIDO ""POR AAAAAAAAAAAMPLIA MAYORIA "". ALGO ASI COMO UN 26% .",0.26,0.51,0.72,1.14,0.61,0.35,1.32,0.23,0.65,0.41,0.61,0.18,1.29,0,0.3,0.15,0.49,0.89,1.02,1.83
está en su burbuja. no quiere ni se atreve a salir al Chile real,0.12,0.16,0.53,0.21,0,0.16,0.38,0,0,0.4,0.15,0,0.35,0.19,0.59,0.14,0.49,0,0.17,1.08
Y el genio del intendente anunciando el cierre de la región.,0.23,0,0.33,0.2,0.2,0.3,0.18,0,0.16,0.56,0.14,0.17,0.16,0.18,0.27,0.39,0.3,0.63,0,0.79
"EL SR. SEREMI DEBERÍA RENUNCIAR PORQUE DECIR QUE LOS SUMARIOS SOLO SE PRODUCEN SI SON FISCALIZADOS, QUIEN VA HA FISCALIZAR AL PRESIDEMENTE, Y LOS GUARDIANES DEJARON PASAR HA ESAS APOYADORAS SIN NINGÚN RESGUARDO, CREO QUE ESTAMOS FRITOS.CONVERGUENSA Ó SINVERGÜENZA.",0.97,0.95,1.74,2.05,1.03,0.47,2.2,1.12,0.66,1.77,0.59,0.89,1.37,1.49,0.72,0.69,1.44,1.12,0.82,0
Tendrá muchos Títulos universitarios y mucha plata pero inteligente no es. Voté por el y me siento estafado. No hace nada bien !!!!!,0.12,0.47,0.52,0.61,0.82,0.47,0.75,0.45,0.49,0.98,0.29,0.36,0.51,0.37,0.14,0.27,0.16,1.11,0.49,1.07
"PARECE QUE TE LO METIO BIEN ADENTRO QUE ANDAS TAN DESPECHADA JAJAJAJAJ , PARECES W E ON",0.26,0,0.37,0.66,0,0.34,1.05,0.24,0,0.84,0.16,0.19,0.73,0.2,0.62,0.44,0.68,0,0.35,1.1
Luchin a tomarse la pastilla ya es tarde...,0.23,0.15,0,0.2,0.39,0.3,0.18,0.21,0,0.19,0.14,0.17,0.16,0,0.14,0.13,0.3,0,0.31,0
"Suma y sige , no merecemos un presidente como el.",0.12,0.3,0.5,0.59,0.78,0.6,0.36,0,0.47,0.37,0,0.17,0.16,0.53,0.41,0.39,0.46,0.42,0.31,0.26
HAY QUE PASARLE LA CUENTA A LOS WONES QUE VOTARON POR ESTE WON.,0,0.45,0,0.59,0,0.3,1.4,0,0,0.37,0,0.17,0.49,0.35,0.27,0.13,0.61,0,0.47,0.52
"discrepo, fueron más lo que no ejercieron el derecho a voto que los que votaron por él, entonces los culpables que esté este sr en el poder son los que no votaron",0.24,0.46,0.34,1.01,0.4,0.61,2.03,0.44,0,0.39,0.29,0.18,1.51,0.73,0.71,0.68,1.57,0.22,0.65,0
